Malta,https://www.reuters.com/article/us-health-coronavirus-malta/malta-records-its-first-coronavirus-death-idUSKCN21Q349,nan
Mauritania,https://medicalxpress.com/news/2020-03-mauritania-coronavirus-death.html,nan
Mauritius,https://www.reuters.com/article/us-health-coronavirus-mauritius/mauritius-says-reports-first-death-from-coronavirus-idUSKBN2180GK,nan
Mexico,https://www.reuters.com/article/us-health-coronavirus-mexico-tally/diabetic-man-becomes-mexicos-first-coronavirus-death-idUSKBN216053,nan
Moldova,https://www.kyivpost.com/ukraine-politics/first-covid-19-death-recorded-in-moldova.html?cn-reloaded=1,nan
Monaco,https://www.worldometers.info/coronavirus/country/monaco/,nan
Mongolia,No death till 16 May 2020,nan
Montenegro,https://www.aa.com.tr/en/europe/montenegro-reports-first-death-from-coronavirus-/1775731,nan
Morocco,https://www.aa.com.tr/en/africa/morocco-announces-1st-coronavirus-death/1761051,nan
Mozambique,No death till 16 May 2020,nan
Myanmar,https://www.aa.com.tr/en/asia-pacific/myanmar-reports-first-death-from-covid-19/1785815,nan
Namibia,No death till 16 May 2020,nan
Nepal,https://www.deccanherald.com/international/first-coronavirus-death-in-nepal-a-new-mother-838564.html,nan
Netherlands,https://www.aa.com.tr/en/europe/netherlands-reports-first-death-from-coronavirus/1757176,nan
New Zealand,https://www.aa.com.tr/en/asia-pacific/new-zealand-confirms-first-death-from-covid-19/1783573,nan
Nicaragua,https://www.garda.com/fr/crisis24/alertes-de-securite/326996/nicaragua-government-confirms-first-covid-19-death-march-26-update-1,nan
Niger,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Niger,nan
Nigeria,https://medicalxpress.com/news/2020-03-nigeria-coronavirus-death.html,nan
North Macedonia,https://www.rferl.org/a/covid-19-north-macedonia-romania-set-curfews-serbia-extends-nighttime-restrictions/30502069.html,nan
Norway,https://www.reuters.com/article/us-health-coronavirus-norway-casualties/first-person-dies-from-coronavirus-in-norway-pm-says-idUSKBN20Z37F,nan
Oman,https://timesofoman.com/article/3005417/oman/oman-registers-first-coronavirus-death/,nan
Pakistan,https://tribune.com.pk/story/2180094/1-sindh-reports-first-coronavirus-related-death,nan
Panama,https://www.aa.com.tr/en/americas/panama-confirms-first-death-from-coronavirus/1761571,nan
Papua New Guinea,No death till 16 May 2020,nan
Paraguay,https://www.reuters.com/article/us-health-coronavirus-paraguay/paraguay-confirms-first-death-due-to-coronavirus-health-ministry-idUSKBN21801Q,nan
Peru,https://www.aa.com.tr/en/latest-on-coronavirus-outbreak/peru-reports-first-death-from-novel-coronavirus/1772594,nan
Philippines,https://www.bbc.com/news/world-asia-51345855,nan
Poland,https://www.aa.com.tr/en/europe/poland-confirms-first-death-from-coronavirus/1763675,nan
Portugal,https://www.aa.com.tr/en/europe/portugal-reports-1st-coronavirus-death/1768310,nan
Qatar,https://www.reuters.com/article/us-health-coronavirus-qatar/qatar-confirms-first-coronavirus-death-idUSKBN21F0RZ,nan
Romania,https://www.theguardian.pe.ca/news/world/romania-confirms-first-coronavirus-death-427860/,nan
Russia,https://www.aljazeera.com/news/2020/03/russia-announces-coronavirus-death-200319084446431.html,nan
Rwanda,No death till 16 May 2020,nan
Saint Kitts and Nevis,No death till 16 May 2020,nan
Saint Lucia,No death till 16 May 2020,nan
Saint Vincent and the Grenadines,No death till 16 May 2020,nan
San Marino,https://112.international/society/coronavirus-strikes-latvia-morocco-san-marino-and-saudi-arabia-49115.html,nan
Sao Tome and Principe,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,nan
Saudi Arabia,https://www.aljazeera.com/news/2020/03/saudi-arabia-reports-coronavirus-death-200324135720690.html,nan
Senegal,https://www.africanews.com/2020/04/01/coronavirus-death-senegal-french-football-mourn-iconic-pape-diouf//,nan
Serbia,https://www.aa.com.tr/en/europe/serbia-confirms-first-covid-19-death-case/1773555,nan
Seychelles,No death till 16 May 2020,nan
Sierra Leone,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Sierra_Leone,nan
Singapore,https://www.straitstimes.com/singapore/singapore-reports-two-covid-19-deaths-health-minister-gan,nan
Slovakia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Slovakia,nan
Slovenia,https://www.reuters.com/article/us-health-coronavirus-slovenia/slovenia-records-first-death-due-to-coronavirus-idUSKBN2110ZO,nan
Somalia,https://www.aa.com.tr/en/africa/somalia-confirms-1st-coronavirus-death/1797698,nan
South Africa,https://www.enca.com/news/first-coronavirus-death-confirmed-in-sa,nan
South Korea,https://www.nbcnews.com/health/health-news/south-korea-reports-first-coronavirus-death-infections-linked-church-rise-n1139821,nan
South Sudan,https://www.aa.com.tr/en/africa/south-sudan-registers-first-death-from-covid-19/1841304,nan
Spain,https://tass.com/world/1126321,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Spain
Sri Lanka,https://www.ndtv.com/world-news/coronavirus-updates-sri-lanka-reports-first-death-due-to-coronavirus-2202522,nan
Sudan,https://www.aa.com.tr/en/africa/sudan-reports-first-coronavirus-case-death/1765190,nan
Suriname,http://www.uniindia.com/news/world/health-suriname-covid-19-death/1941368.html,nan
Sweden,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Sweden,nan
Switzerland,https://www.swissinfo.ch/eng/covid-19_first-coronavirus-death-recorded-in-switzerland/45597610,nan
Syria,https://www.bbc.com/news/world-middle-east-52100372,nan
Taiwan,https://focustaiwan.tw/society/202002160012,nan
Tajikistan,https://www.aa.com.tr/en/asia-pacific/tajikistan-reports-first-deaths-from-coronavirus/1826964,nan
Tanzania,https://www.cnbcafrica.com/news/2020/03/31/tanzania-confirms-first-coronavirus-death/,nan
Thailand,https://www.bangkokpost.com/thailand/general/1869104/thailand-records-first-coronavirus-death,nan
East Timor,No death till 16 May 2020,nan
