airport,date,country,state,city,baseline_percent
Kingsford Smith,2020-07-05,Australia,New South Wales,Sydney,52
Kingsford Smith,2020-05-28,Australia,New South Wales,Sydney,61
Kingsford Smith,2020-05-07,Australia,New South Wales,Sydney,62
Kingsford Smith,2020-06-24,Australia,New South Wales,Sydney,58
Kingsford Smith,2020-08-05,Australia,New South Wales,Sydney,20
Kingsford Smith,2020-10-16,Australia,New South Wales,Sydney,18
Kingsford Smith,2020-06-01,Australia,New South Wales,Sydney,55
Kingsford Smith,2020-06-18,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-09-15,Australia,New South Wales,Sydney,19
Kingsford Smith,2020-08-10,Australia,New South Wales,Sydney,19
Kingsford Smith,2020-08-30,Australia,New South Wales,Sydney,10
Kingsford Smith,2020-08-04,Australia,New South Wales,Sydney,20
Kingsford Smith,2020-04-17,Australia,New South Wales,Sydney,69
Kingsford Smith,2020-04-23,Australia,New South Wales,Sydney,61
Kingsford Smith,2020-06-22,Australia,New South Wales,Sydney,50
Kingsford Smith,2020-04-19,Australia,New South Wales,Sydney,49
Kingsford Smith,2020-10-14,Australia,New South Wales,Sydney,23
Kingsford Smith,2020-08-12,Australia,New South Wales,Sydney,19
Kingsford Smith,2020-07-13,Australia,New South Wales,Sydney,52
Kingsford Smith,2020-04-02,Australia,New South Wales,Sydney,77
Kingsford Smith,2020-04-24,Australia,New South Wales,Sydney,62
Kingsford Smith,2020-05-12,Australia,New South Wales,Sydney,54
Kingsford Smith,2020-05-05,Australia,New South Wales,Sydney,56
Kingsford Smith,2020-03-25,Australia,New South Wales,Sydney,84
Kingsford Smith,2020-09-14,Australia,New South Wales,Sydney,18
Kingsford Smith,2020-10-11,Australia,New South Wales,Sydney,25
Kingsford Smith,2020-06-17,Australia,New South Wales,Sydney,58
Kingsford Smith,2020-06-23,Australia,New South Wales,Sydney,58
Kingsford Smith,2020-09-16,Australia,New South Wales,Sydney,18
Kingsford Smith,2020-08-28,Australia,New South Wales,Sydney,22
Kingsford Smith,2020-07-27,Australia,New South Wales,Sydney,17
Kingsford Smith,2020-08-16,Australia,New South Wales,Sydney,13
Kingsford Smith,2020-09-18,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-04-06,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-08-01,Australia,New South Wales,Sydney,25
Kingsford Smith,2020-04-16,Australia,New South Wales,Sydney,60
Kingsford Smith,2020-05-21,Australia,New South Wales,Sydney,54
Kingsford Smith,2020-06-25,Australia,New South Wales,Sydney,62
Kingsford Smith,2020-06-29,Australia,New South Wales,Sydney,57
Kingsford Smith,2020-07-12,Australia,New South Wales,Sydney,54
Kingsford Smith,2020-03-24,Australia,New South Wales,Sydney,89
Kingsford Smith,2020-06-26,Australia,New South Wales,Sydney,53
Kingsford Smith,2020-06-28,Australia,New South Wales,Sydney,48
Kingsford Smith,2020-06-11,Australia,New South Wales,Sydney,64
Kingsford Smith,2020-07-17,Australia,New South Wales,Sydney,51
Kingsford Smith,2020-09-27,Australia,New South Wales,Sydney,12
Kingsford Smith,2020-05-03,Australia,New South Wales,Sydney,50
Kingsford Smith,2020-07-03,Australia,New South Wales,Sydney,46
Kingsford Smith,2020-08-14,Australia,New South Wales,Sydney,26
Kingsford Smith,2020-09-29,Australia,New South Wales,Sydney,21
Kingsford Smith,2020-03-26,Australia,New South Wales,Sydney,76
Kingsford Smith,2020-05-31,Australia,New South Wales,Sydney,51
Kingsford Smith,2020-03-16,Australia,New South Wales,Sydney,92
Kingsford Smith,2020-06-15,Australia,New South Wales,Sydney,52
Kingsford Smith,2020-03-18,Australia,New South Wales,Sydney,97
Kingsford Smith,2020-09-20,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-04-03,Australia,New South Wales,Sydney,64
Kingsford Smith,2020-10-07,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-07-18,Australia,New South Wales,Sydney,36
Kingsford Smith,2020-04-07,Australia,New South Wales,Sydney,64
Kingsford Smith,2020-10-10,Australia,New South Wales,Sydney,18
Kingsford Smith,2020-04-20,Australia,New South Wales,Sydney,60
Kingsford Smith,2020-05-26,Australia,New South Wales,Sydney,53
Kingsford Smith,2020-07-30,Australia,New South Wales,Sydney,22
Kingsford Smith,2020-09-08,Australia,New South Wales,Sydney,12
Kingsford Smith,2020-05-13,Australia,New South Wales,Sydney,56
Kingsford Smith,2020-07-10,Australia,New South Wales,Sydney,54
Kingsford Smith,2020-07-14,Australia,New South Wales,Sydney,58
Kingsford Smith,2020-09-23,Australia,New South Wales,Sydney,17
Kingsford Smith,2020-08-27,Australia,New South Wales,Sydney,17
Kingsford Smith,2020-06-09,Australia,New South Wales,Sydney,54
Kingsford Smith,2020-07-15,Australia,New South Wales,Sydney,58
Kingsford Smith,2020-07-24,Australia,New South Wales,Sydney,35
Kingsford Smith,2020-04-18,Australia,New South Wales,Sydney,32
Kingsford Smith,2020-10-12,Australia,New South Wales,Sydney,22
Kingsford Smith,2020-08-03,Australia,New South Wales,Sydney,15
Kingsford Smith,2020-07-01,Australia,New South Wales,Sydney,62
Kingsford Smith,2020-09-17,Australia,New South Wales,Sydney,17
Kingsford Smith,2020-05-30,Australia,New South Wales,Sydney,30
Kingsford Smith,2020-06-20,Australia,New South Wales,Sydney,26
Kingsford Smith,2020-09-03,Australia,New South Wales,Sydney,12
Kingsford Smith,2020-07-29,Australia,New South Wales,Sydney,18
Kingsford Smith,2020-08-20,Australia,New South Wales,Sydney,13
Kingsford Smith,2020-09-04,Australia,New South Wales,Sydney,15
Kingsford Smith,2020-09-26,Australia,New South Wales,Sydney,18
Kingsford Smith,2020-05-20,Australia,New South Wales,Sydney,61
Kingsford Smith,2020-09-21,Australia,New South Wales,Sydney,15
Kingsford Smith,2020-06-03,Australia,New South Wales,Sydney,61
Kingsford Smith,2020-04-09,Australia,New South Wales,Sydney,54
Kingsford Smith,2020-07-07,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-04-14,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-08-22,Australia,New South Wales,Sydney,27
Kingsford Smith,2020-10-06,Australia,New South Wales,Sydney,22
Kingsford Smith,2020-07-09,Australia,New South Wales,Sydney,55
Kingsford Smith,2020-08-25,Australia,New South Wales,Sydney,12
Kingsford Smith,2020-05-09,Australia,New South Wales,Sydney,19
Kingsford Smith,2020-10-05,Australia,New South Wales,Sydney,10
Kingsford Smith,2020-09-24,Australia,New South Wales,Sydney,15
Kingsford Smith,2020-07-31,Australia,New South Wales,Sydney,25
Kingsford Smith,2020-04-15,Australia,New South Wales,Sydney,61
Kingsford Smith,2020-09-09,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-08-19,Australia,New South Wales,Sydney,20
Kingsford Smith,2020-05-08,Australia,New South Wales,Sydney,56
Kingsford Smith,2020-07-02,Australia,New South Wales,Sydney,56
Kingsford Smith,2020-08-09,Australia,New South Wales,Sydney,19
Kingsford Smith,2020-04-08,Australia,New South Wales,Sydney,69
Kingsford Smith,2020-05-24,Australia,New South Wales,Sydney,40
Kingsford Smith,2020-03-21,Australia,New South Wales,Sydney,100
Kingsford Smith,2020-09-25,Australia,New South Wales,Sydney,13
Kingsford Smith,2020-08-24,Australia,New South Wales,Sydney,11
Kingsford Smith,2020-08-06,Australia,New South Wales,Sydney,21
Kingsford Smith,2020-03-20,Australia,New South Wales,Sydney,85
Kingsford Smith,2020-04-29,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-04-11,Australia,New South Wales,Sydney,22
Kingsford Smith,2020-05-22,Australia,New South Wales,Sydney,50
Kingsford Smith,2020-10-04,Australia,New South Wales,Sydney,6
Kingsford Smith,2020-09-11,Australia,New South Wales,Sydney,17
Kingsford Smith,2020-09-05,Australia,New South Wales,Sydney,27
Kingsford Smith,2020-07-26,Australia,New South Wales,Sydney,17
Kingsford Smith,2020-07-04,Australia,New South Wales,Sydney,48
Kingsford Smith,2020-04-22,Australia,New South Wales,Sydney,60
Kingsford Smith,2020-04-21,Australia,New South Wales,Sydney,65
Kingsford Smith,2020-04-05,Australia,New South Wales,Sydney,57
Kingsford Smith,2020-09-10,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-03-31,Australia,New South Wales,Sydney,71
Kingsford Smith,2020-05-29,Australia,New South Wales,Sydney,54
Kingsford Smith,2020-10-01,Australia,New South Wales,Sydney,19
Kingsford Smith,2020-06-07,Australia,New South Wales,Sydney,21
Kingsford Smith,2020-06-14,Australia,New South Wales,Sydney,55
Kingsford Smith,2020-08-31,Australia,New South Wales,Sydney,18
Kingsford Smith,2020-06-12,Australia,New South Wales,Sydney,60
Kingsford Smith,2020-10-03,Australia,New South Wales,Sydney,20
Kingsford Smith,2020-05-18,Australia,New South Wales,Sydney,51
Kingsford Smith,2020-04-26,Australia,New South Wales,Sydney,48
Kingsford Smith,2020-07-21,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-05-17,Australia,New South Wales,Sydney,43
Kingsford Smith,2020-09-12,Australia,New South Wales,Sydney,29
Kingsford Smith,2020-05-14,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-09-30,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-09-07,Australia,New South Wales,Sydney,11
Kingsford Smith,2020-06-04,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-04-01,Australia,New South Wales,Sydney,69
Kingsford Smith,2020-05-02,Australia,New South Wales,Sydney,41
Kingsford Smith,2020-08-08,Australia,New South Wales,Sydney,26
Kingsford Smith,2020-03-17,Australia,New South Wales,Sydney,90
Kingsford Smith,2020-05-11,Australia,New South Wales,Sydney,47
Kingsford Smith,2020-07-25,Australia,New South Wales,Sydney,35
Kingsford Smith,2020-04-12,Australia,New South Wales,Sydney,25
Kingsford Smith,2020-03-22,Australia,New South Wales,Sydney,89
Kingsford Smith,2020-06-30,Australia,New South Wales,Sydney,62
Kingsford Smith,2020-03-23,Australia,New South Wales,Sydney,84
Kingsford Smith,2020-08-26,Australia,New South Wales,Sydney,11
Kingsford Smith,2020-04-10,Australia,New South Wales,Sydney,8
Kingsford Smith,2020-06-05,Australia,New South Wales,Sydney,50
Kingsford Smith,2020-05-16,Australia,New South Wales,Sydney,23
Kingsford Smith,2020-08-18,Australia,New South Wales,Sydney,21
Kingsford Smith,2020-08-07,Australia,New South Wales,Sydney,22
Kingsford Smith,2020-10-09,Australia,New South Wales,Sydney,24
Kingsford Smith,2020-08-11,Australia,New South Wales,Sydney,20
Kingsford Smith,2020-05-27,Australia,New South Wales,Sydney,58
Kingsford Smith,2020-05-04,Australia,New South Wales,Sydney,53
Kingsford Smith,2020-06-19,Australia,New South Wales,Sydney,65
Kingsford Smith,2020-08-21,Australia,New South Wales,Sydney,17
Kingsford Smith,2020-10-15,Australia,New South Wales,Sydney,18
Kingsford Smith,2020-06-21,Australia,New South Wales,Sydney,46
Kingsford Smith,2020-05-15,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-06-10,Australia,New South Wales,Sydney,56
Kingsford Smith,2020-06-13,Australia,New South Wales,Sydney,36
Kingsford Smith,2020-07-19,Australia,New South Wales,Sydney,52
Kingsford Smith,2020-07-28,Australia,New South Wales,Sydney,22
Kingsford Smith,2020-07-20,Australia,New South Wales,Sydney,51
Kingsford Smith,2020-08-23,Australia,New South Wales,Sydney,9
Kingsford Smith,2020-04-30,Australia,New South Wales,Sydney,65
Kingsford Smith,2020-07-11,Australia,New South Wales,Sydney,52
Kingsford Smith,2020-05-25,Australia,New South Wales,Sydney,53
Kingsford Smith,2020-06-08,Australia,New South Wales,Sydney,25
Kingsford Smith,2020-03-19,Australia,New South Wales,Sydney,89
Kingsford Smith,2020-06-02,Australia,New South Wales,Sydney,59
Kingsford Smith,2020-05-10,Australia,New South Wales,Sydney,40
Kingsford Smith,2020-06-16,Australia,New South Wales,Sydney,63
Kingsford Smith,2020-05-23,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-08-15,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-07-23,Australia,New South Wales,Sydney,57
Kingsford Smith,2020-07-08,Australia,New South Wales,Sydney,55
Kingsford Smith,2020-09-06,Australia,New South Wales,Sydney,9
Kingsford Smith,2020-03-27,Australia,New South Wales,Sydney,81
Kingsford Smith,2020-03-30,Australia,New South Wales,Sydney,75
Kingsford Smith,2020-10-02,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-06-27,Australia,New South Wales,Sydney,51
Kingsford Smith,2020-05-06,Australia,New South Wales,Sydney,52
Kingsford Smith,2020-09-13,Australia,New South Wales,Sydney,10
Kingsford Smith,2020-07-22,Australia,New South Wales,Sydney,65
Kingsford Smith,2020-08-13,Australia,New South Wales,Sydney,14
Kingsford Smith,2020-05-01,Australia,New South Wales,Sydney,61
Kingsford Smith,2020-09-22,Australia,New South Wales,Sydney,16
Kingsford Smith,2020-04-28,Australia,New South Wales,Sydney,57
Kingsford Smith,2020-07-16,Australia,New South Wales,Sydney,56
Kingsford Smith,2020-09-19,Australia,New South Wales,Sydney,26
Kingsford Smith,2020-08-02,Australia,New South Wales,Sydney,13
Kingsford Smith,2020-03-29,Australia,New South Wales,Sydney,66
Kingsford Smith,2020-10-08,Australia,New South Wales,Sydney,24
Kingsford Smith,2020-05-19,Australia,New South Wales,Sydney,60
Kingsford Smith,2020-03-28,Australia,New South Wales,Sydney,62
Kingsford Smith,2020-04-13,Australia,New South Wales,Sydney,29
Kingsford Smith,2020-09-01,Australia,New South Wales,Sydney,15
Kingsford Smith,2020-10-13,Australia,New South Wales,Sydney,21
Kingsford Smith,2020-04-04,Australia,New South Wales,Sydney,27
Kingsford Smith,2020-09-28,Australia,New South Wales,Sydney,12
Kingsford Smith,2020-04-27,Australia,New South Wales,Sydney,53
Kingsford Smith,2020-07-06,Australia,New South Wales,Sydney,55
Kingsford Smith,2020-09-02,Australia,New South Wales,Sydney,18
Santiago International Airport,2020-05-28,Chile,Santiago Province,Santiago,22
Santiago International Airport,2020-07-15,Chile,Santiago Province,Santiago,39
Santiago International Airport,2020-04-22,Chile,Santiago Province,Santiago,21
Santiago International Airport,2020-06-27,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-05-24,Chile,Santiago Province,Santiago,9
Santiago International Airport,2020-07-02,Chile,Santiago Province,Santiago,25
Santiago International Airport,2020-03-26,Chile,Santiago Province,Santiago,24
Santiago International Airport,2020-05-19,Chile,Santiago Province,Santiago,29
Santiago International Airport,2020-06-04,Chile,Santiago Province,Santiago,20
Santiago International Airport,2020-05-06,Chile,Santiago Province,Santiago,22
Santiago International Airport,2020-04-14,Chile,Santiago Province,Santiago,20
Santiago International Airport,2020-09-25,Chile,Santiago Province,Santiago,42
Santiago International Airport,2020-08-26,Chile,Santiago Province,Santiago,36
Santiago International Airport,2020-07-11,Chile,Santiago Province,Santiago,26
Santiago International Airport,2020-06-20,Chile,Santiago Province,Santiago,16
Santiago International Airport,2020-05-07,Chile,Santiago Province,Santiago,28
Santiago International Airport,2020-04-15,Chile,Santiago Province,Santiago,21
Santiago International Airport,2020-08-18,Chile,Santiago Province,Santiago,40
Santiago International Airport,2020-07-07,Chile,Santiago Province,Santiago,30
Santiago International Airport,2020-07-18,Chile,Santiago Province,Santiago,29
Santiago International Airport,2020-06-16,Chile,Santiago Province,Santiago,27
Santiago International Airport,2020-07-14,Chile,Santiago Province,Santiago,36
Santiago International Airport,2020-09-16,Chile,Santiago Province,Santiago,53
Santiago International Airport,2020-07-23,Chile,Santiago Province,Santiago,28
Santiago International Airport,2020-09-14,Chile,Santiago Province,Santiago,47
Santiago International Airport,2020-03-23,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-10-08,Chile,Santiago Province,Santiago,50
Santiago International Airport,2020-10-10,Chile,Santiago Province,Santiago,34
Santiago International Airport,2020-06-15,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-08-20,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-03-16,Chile,Santiago Province,Santiago,96
Santiago International Airport,2020-04-07,Chile,Santiago Province,Santiago,25
Santiago International Airport,2020-04-27,Chile,Santiago Province,Santiago,22
Santiago International Airport,2020-09-13,Chile,Santiago Province,Santiago,25
Santiago International Airport,2020-05-05,Chile,Santiago Province,Santiago,13
Santiago International Airport,2020-09-29,Chile,Santiago Province,Santiago,46
Santiago International Airport,2020-05-26,Chile,Santiago Province,Santiago,22
Santiago International Airport,2020-04-18,Chile,Santiago Province,Santiago,10
Santiago International Airport,2020-07-09,Chile,Santiago Province,Santiago,33
Santiago International Airport,2020-04-13,Chile,Santiago Province,Santiago,26
Santiago International Airport,2020-04-17,Chile,Santiago Province,Santiago,18
Santiago International Airport,2020-04-23,Chile,Santiago Province,Santiago,20
Santiago International Airport,2020-06-05,Chile,Santiago Province,Santiago,27
Santiago International Airport,2020-03-22,Chile,Santiago Province,Santiago,13
Santiago International Airport,2020-06-03,Chile,Santiago Province,Santiago,41
Santiago International Airport,2020-06-17,Chile,Santiago Province,Santiago,30
Santiago International Airport,2020-06-10,Chile,Santiago Province,Santiago,24
Santiago International Airport,2020-06-26,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-05-23,Chile,Santiago Province,Santiago,15
Santiago International Airport,2020-09-23,Chile,Santiago Province,Santiago,44
Santiago International Airport,2020-04-12,Chile,Santiago Province,Santiago,4
Santiago International Airport,2020-05-20,Chile,Santiago Province,Santiago,35
Santiago International Airport,2020-08-19,Chile,Santiago Province,Santiago,48
Santiago International Airport,2020-07-24,Chile,Santiago Province,Santiago,34
Santiago International Airport,2020-05-04,Chile,Santiago Province,Santiago,25
Santiago International Airport,2020-10-05,Chile,Santiago Province,Santiago,56
Santiago International Airport,2020-06-23,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-09-06,Chile,Santiago Province,Santiago,20
Santiago International Airport,2020-05-25,Chile,Santiago Province,Santiago,27
Santiago International Airport,2020-04-28,Chile,Santiago Province,Santiago,21
Santiago International Airport,2020-08-23,Chile,Santiago Province,Santiago,22
Santiago International Airport,2020-10-16,Chile,Santiago Province,Santiago,61
Santiago International Airport,2020-09-01,Chile,Santiago Province,Santiago,47
Santiago International Airport,2020-07-08,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-09-15,Chile,Santiago Province,Santiago,54
Santiago International Airport,2020-06-19,Chile,Santiago Province,Santiago,28
Santiago International Airport,2020-07-03,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-09-02,Chile,Santiago Province,Santiago,40
Santiago International Airport,2020-08-13,Chile,Santiago Province,Santiago,31
Santiago International Airport,2020-05-18,Chile,Santiago Province,Santiago,27
Santiago International Airport,2020-05-30,Chile,Santiago Province,Santiago,13
Santiago International Airport,2020-06-30,Chile,Santiago Province,Santiago,27
Santiago International Airport,2020-09-22,Chile,Santiago Province,Santiago,47
Santiago International Airport,2020-08-01,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-05-17,Chile,Santiago Province,Santiago,10
Santiago International Airport,2020-08-24,Chile,Santiago Province,Santiago,46
Santiago International Airport,2020-09-07,Chile,Santiago Province,Santiago,42
Santiago International Airport,2020-03-20,Chile,Santiago Province,Santiago,53
Santiago International Airport,2020-04-09,Chile,Santiago Province,Santiago,24
Santiago International Airport,2020-03-21,Chile,Santiago Province,Santiago,38
Santiago International Airport,2020-06-29,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-06-02,Chile,Santiago Province,Santiago,34
Santiago International Airport,2020-07-10,Chile,Santiago Province,Santiago,37
Santiago International Airport,2020-07-17,Chile,Santiago Province,Santiago,26
Santiago International Airport,2020-05-22,Chile,Santiago Province,Santiago,18
Santiago International Airport,2020-10-07,Chile,Santiago Province,Santiago,55
Santiago International Airport,2020-08-07,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-08-31,Chile,Santiago Province,Santiago,45
Santiago International Airport,2020-08-28,Chile,Santiago Province,Santiago,33
Santiago International Airport,2020-07-21,Chile,Santiago Province,Santiago,36
Santiago International Airport,2020-09-27,Chile,Santiago Province,Santiago,26
Santiago International Airport,2020-05-21,Chile,Santiago Province,Santiago,13
Santiago International Airport,2020-04-26,Chile,Santiago Province,Santiago,7
Santiago International Airport,2020-09-26,Chile,Santiago Province,Santiago,28
Santiago International Airport,2020-09-11,Chile,Santiago Province,Santiago,49
Santiago International Airport,2020-07-19,Chile,Santiago Province,Santiago,16
Santiago International Airport,2020-04-03,Chile,Santiago Province,Santiago,31
Santiago International Airport,2020-06-06,Chile,Santiago Province,Santiago,22
Santiago International Airport,2020-08-15,Chile,Santiago Province,Santiago,18
Santiago International Airport,2020-07-04,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-05-14,Chile,Santiago Province,Santiago,18
Santiago International Airport,2020-08-29,Chile,Santiago Province,Santiago,20
Santiago International Airport,2020-06-22,Chile,Santiago Province,Santiago,37
Santiago International Airport,2020-08-10,Chile,Santiago Province,Santiago,42
Santiago International Airport,2020-04-06,Chile,Santiago Province,Santiago,27
Santiago International Airport,2020-05-09,Chile,Santiago Province,Santiago,15
Santiago International Airport,2020-10-01,Chile,Santiago Province,Santiago,39
Santiago International Airport,2020-09-09,Chile,Santiago Province,Santiago,35
Santiago International Airport,2020-10-06,Chile,Santiago Province,Santiago,53
Santiago International Airport,2020-06-25,Chile,Santiago Province,Santiago,29
Santiago International Airport,2020-10-02,Chile,Santiago Province,Santiago,53
Santiago International Airport,2020-07-25,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-06-01,Chile,Santiago Province,Santiago,20
Santiago International Airport,2020-09-28,Chile,Santiago Province,Santiago,39
Santiago International Airport,2020-04-21,Chile,Santiago Province,Santiago,17
Santiago International Airport,2020-05-13,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-09-08,Chile,Santiago Province,Santiago,47
Santiago International Airport,2020-03-31,Chile,Santiago Province,Santiago,26
Santiago International Airport,2020-05-16,Chile,Santiago Province,Santiago,22
Santiago International Airport,2020-06-08,Chile,Santiago Province,Santiago,28
Santiago International Airport,2020-06-21,Chile,Santiago Province,Santiago,14
Santiago International Airport,2020-07-01,Chile,Santiago Province,Santiago,33
Santiago International Airport,2020-09-30,Chile,Santiago Province,Santiago,49
Santiago International Airport,2020-04-11,Chile,Santiago Province,Santiago,15
Santiago International Airport,2020-08-25,Chile,Santiago Province,Santiago,37
Santiago International Airport,2020-08-12,Chile,Santiago Province,Santiago,31
Santiago International Airport,2020-04-24,Chile,Santiago Province,Santiago,16
Santiago International Airport,2020-08-04,Chile,Santiago Province,Santiago,33
Santiago International Airport,2020-03-18,Chile,Santiago Province,Santiago,56
Santiago International Airport,2020-07-20,Chile,Santiago Province,Santiago,34
Santiago International Airport,2020-05-29,Chile,Santiago Province,Santiago,28
Santiago International Airport,2020-03-17,Chile,Santiago Province,Santiago,72
Santiago International Airport,2020-03-27,Chile,Santiago Province,Santiago,31
Santiago International Airport,2020-10-12,Chile,Santiago Province,Santiago,38
Santiago International Airport,2020-03-25,Chile,Santiago Province,Santiago,26
Santiago International Airport,2020-06-11,Chile,Santiago Province,Santiago,24
Santiago International Airport,2020-07-28,Chile,Santiago Province,Santiago,29
Santiago International Airport,2020-08-14,Chile,Santiago Province,Santiago,38
Santiago International Airport,2020-09-10,Chile,Santiago Province,Santiago,40
Santiago International Airport,2020-09-24,Chile,Santiago Province,Santiago,36
Santiago International Airport,2020-03-30,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-06-18,Chile,Santiago Province,Santiago,30
Santiago International Airport,2020-04-10,Chile,Santiago Province,Santiago,12
Santiago International Airport,2020-08-22,Chile,Santiago Province,Santiago,33
Santiago International Airport,2020-04-04,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-05-12,Chile,Santiago Province,Santiago,35
Santiago International Airport,2020-07-27,Chile,Santiago Province,Santiago,46
Santiago International Airport,2020-10-03,Chile,Santiago Province,Santiago,29
Santiago International Airport,2020-09-04,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-09-03,Chile,Santiago Province,Santiago,33
Santiago International Airport,2020-03-29,Chile,Santiago Province,Santiago,9
Santiago International Airport,2020-09-20,Chile,Santiago Province,Santiago,23
Santiago International Airport,2020-08-05,Chile,Santiago Province,Santiago,25
Santiago International Airport,2020-08-11,Chile,Santiago Province,Santiago,36
Santiago International Airport,2020-03-19,Chile,Santiago Province,Santiago,52
Santiago International Airport,2020-07-22,Chile,Santiago Province,Santiago,36
Santiago International Airport,2020-04-05,Chile,Santiago Province,Santiago,11
Santiago International Airport,2020-08-27,Chile,Santiago Province,Santiago,42
Santiago International Airport,2020-08-06,Chile,Santiago Province,Santiago,24
Santiago International Airport,2020-08-08,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-09-21,Chile,Santiago Province,Santiago,36
Santiago International Airport,2020-09-12,Chile,Santiago Province,Santiago,31
Santiago International Airport,2020-07-13,Chile,Santiago Province,Santiago,32
Santiago International Airport,2020-04-02,Chile,Santiago Province,Santiago,21
Santiago International Airport,2020-06-09,Chile,Santiago Province,Santiago,25
Santiago International Airport,2020-08-03,Chile,Santiago Province,Santiago,48
Santiago International Airport,2020-07-30,Chile,Santiago Province,Santiago,27
Santiago International Airport,2020-07-29,Chile,Santiago Province,Santiago,42
Santiago International Airport,2020-04-29,Chile,Santiago Province,Santiago,22
Santiago International Airport,2020-03-24,Chile,Santiago Province,Santiago,29
Santiago International Airport,2020-05-27,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-04-30,Chile,Santiago Province,Santiago,31
Santiago International Airport,2020-10-14,Chile,Santiago Province,Santiago,48
Santiago International Airport,2020-04-16,Chile,Santiago Province,Santiago,17
Santiago International Airport,2020-07-06,Chile,Santiago Province,Santiago,33
Santiago International Airport,2020-05-08,Chile,Santiago Province,Santiago,19
Santiago International Airport,2020-10-04,Chile,Santiago Province,Santiago,36
Santiago International Airport,2020-05-11,Chile,Santiago Province,Santiago,28
Santiago International Airport,2020-04-20,Chile,Santiago Province,Santiago,22
Santiago International Airport,2020-04-08,Chile,Santiago Province,Santiago,21
Santiago International Airport,2020-05-10,Chile,Santiago Province,Santiago,12
Santiago International Airport,2020-04-01,Chile,Santiago Province,Santiago,27
Santiago International Airport,2020-09-05,Chile,Santiago Province,Santiago,25
Santiago International Airport,2020-10-11,Chile,Santiago Province,Santiago,15
Santiago International Airport,2020-10-13,Chile,Santiago Province,Santiago,56
Santiago International Airport,2020-07-16,Chile,Santiago Province,Santiago,27
Santiago International Airport,2020-09-17,Chile,Santiago Province,Santiago,31
Santiago International Airport,2020-10-15,Chile,Santiago Province,Santiago,49
Santiago International Airport,2020-08-21,Chile,Santiago Province,Santiago,35
Santiago International Airport,2020-06-12,Chile,Santiago Province,Santiago,31
Santiago International Airport,2020-10-09,Chile,Santiago Province,Santiago,56
Santiago International Airport,2020-05-15,Chile,Santiago Province,Santiago,23
Santiago International Airport,2020-09-18,Chile,Santiago Province,Santiago,12
Santiago International Airport,2020-06-24,Chile,Santiago Province,Santiago,30
Santiago International Airport,2020-07-31,Chile,Santiago Province,Santiago,35
Calgary International,2020-06-08,Canada,Alberta,Calgary,100
Calgary International,2020-06-07,Canada,Alberta,Calgary,99
Calgary International,2020-05-07,Canada,Alberta,Calgary,86
Calgary International,2020-06-26,Canada,Alberta,Calgary,90
Calgary International,2020-08-06,Canada,Alberta,Calgary,89
Calgary International,2020-08-13,Canada,Alberta,Calgary,90
Calgary International,2020-04-07,Canada,Alberta,Calgary,97
Calgary International,2020-09-13,Canada,Alberta,Calgary,100
Calgary International,2020-08-30,Canada,Alberta,Calgary,100
Calgary International,2020-09-26,Canada,Alberta,Calgary,78
Calgary International,2020-05-08,Canada,Alberta,Calgary,79
Calgary International,2020-05-23,Canada,Alberta,Calgary,63
Calgary International,2020-09-25,Canada,Alberta,Calgary,95
