airport,date,country,state,city,baseline_percent
Dallas/Fort Worth International ,2020-10-07,United States of America (the),Texas,Grapevine,100
Dallas/Fort Worth International ,2020-07-10,United States of America (the),Texas,Grapevine,80
Dallas/Fort Worth International ,2020-08-02,United States of America (the),Texas,Grapevine,51
Dallas/Fort Worth International ,2020-03-18,United States of America (the),Texas,Grapevine,77
Dallas/Fort Worth International ,2020-05-20,United States of America (the),Texas,Grapevine,70
Dallas/Fort Worth International ,2020-09-10,United States of America (the),Texas,Grapevine,90
Dallas/Fort Worth International ,2020-05-07,United States of America (the),Texas,Grapevine,63
Dallas/Fort Worth International ,2020-08-17,United States of America (the),Texas,Grapevine,0
Dallas/Fort Worth International ,2020-06-04,United States of America (the),Texas,Grapevine,80
Dallas/Fort Worth International ,2020-07-30,United States of America (the),Texas,Grapevine,84
Dallas/Fort Worth International ,2020-04-03,United States of America (the),Texas,Grapevine,66
Dallas/Fort Worth International ,2020-05-09,United States of America (the),Texas,Grapevine,42
Dallas/Fort Worth International ,2020-04-21,United States of America (the),Texas,Grapevine,58
Dallas/Fort Worth International ,2020-08-20,United States of America (the),Texas,Grapevine,81
Dallas/Fort Worth International ,2020-03-29,United States of America (the),Texas,Grapevine,49
Dallas/Fort Worth International ,2020-09-30,United States of America (the),Texas,Grapevine,100
Dallas/Fort Worth International ,2020-09-17,United States of America (the),Texas,Grapevine,94
Dallas/Fort Worth International ,2020-09-29,United States of America (the),Texas,Grapevine,100
Dallas/Fort Worth International ,2020-08-12,United States of America (the),Texas,Grapevine,84
Dallas/Fort Worth International ,2020-06-22,United States of America (the),Texas,Grapevine,69
Dallas/Fort Worth International ,2020-03-22,United States of America (the),Texas,Grapevine,63
Dallas/Fort Worth International ,2020-06-28,United States of America (the),Texas,Grapevine,54
Dallas/Fort Worth International ,2020-03-19,United States of America (the),Texas,Grapevine,73
Dallas/Fort Worth International ,2020-05-27,United States of America (the),Texas,Grapevine,71
Dallas/Fort Worth International ,2020-08-16,United States of America (the),Texas,Grapevine,65
Dallas/Fort Worth International ,2020-06-30,United States of America (the),Texas,Grapevine,77
Dallas/Fort Worth International ,2020-04-20,United States of America (the),Texas,Grapevine,64
Dallas/Fort Worth International ,2020-08-26,United States of America (the),Texas,Grapevine,92
Dallas/Fort Worth International ,2020-10-03,United States of America (the),Texas,Grapevine,70
Dallas/Fort Worth International ,2020-06-06,United States of America (the),Texas,Grapevine,65
Dallas/Fort Worth International ,2020-09-22,United States of America (the),Texas,Grapevine,87
Dallas/Fort Worth International ,2020-06-07,United States of America (the),Texas,Grapevine,58
Dallas/Fort Worth International ,2020-07-23,United States of America (the),Texas,Grapevine,78
Dallas/Fort Worth International ,2020-04-07,United States of America (the),Texas,Grapevine,69
Dallas/Fort Worth International ,2020-09-21,United States of America (the),Texas,Grapevine,95
Dallas/Fort Worth International ,2020-06-23,United States of America (the),Texas,Grapevine,66
Dallas/Fort Worth International ,2020-04-10,United States of America (the),Texas,Grapevine,55
Dallas/Fort Worth International ,2020-07-08,United States of America (the),Texas,Grapevine,91
Dallas/Fort Worth International ,2020-09-11,United States of America (the),Texas,Grapevine,90
Dallas/Fort Worth International ,2020-04-26,United States of America (the),Texas,Grapevine,36
Dallas/Fort Worth International ,2020-08-28,United States of America (the),Texas,Grapevine,95
Dallas/Fort Worth International ,2020-06-17,United States of America (the),Texas,Grapevine,86
Dallas/Fort Worth International ,2020-06-29,United States of America (the),Texas,Grapevine,70
Dallas/Fort Worth International ,2020-06-05,United States of America (the),Texas,Grapevine,80
Dallas/Fort Worth International ,2020-07-27,United States of America (the),Texas,Grapevine,81
Dallas/Fort Worth International ,2020-05-01,United States of America (the),Texas,Grapevine,65
Dallas/Fort Worth International ,2020-04-27,United States of America (the),Texas,Grapevine,63
Dallas/Fort Worth International ,2020-03-17,United States of America (the),Texas,Grapevine,88
Dallas/Fort Worth International ,2020-07-02,United States of America (the),Texas,Grapevine,85
Dallas/Fort Worth International ,2020-04-02,United States of America (the),Texas,Grapevine,69
Dallas/Fort Worth International ,2020-06-11,United States of America (the),Texas,Grapevine,79
Dallas/Fort Worth International ,2020-07-15,United States of America (the),Texas,Grapevine,93
Dallas/Fort Worth International ,2020-04-25,United States of America (the),Texas,Grapevine,44
Dallas/Fort Worth International ,2020-07-04,United States of America (the),Texas,Grapevine,33
Dallas/Fort Worth International ,2020-03-26,United States of America (the),Texas,Grapevine,69
Dallas/Fort Worth International ,2020-07-28,United States of America (the),Texas,Grapevine,82
Dallas/Fort Worth International ,2020-08-22,United States of America (the),Texas,Grapevine,76
Dallas/Fort Worth International ,2020-03-27,United States of America (the),Texas,Grapevine,76
Dallas/Fort Worth International ,2020-04-09,United States of America (the),Texas,Grapevine,60
Dallas/Fort Worth International ,2020-05-12,United States of America (the),Texas,Grapevine,61
Dallas/Fort Worth International ,2020-10-08,United States of America (the),Texas,Grapevine,91
Dallas/Fort Worth International ,2020-05-05,United States of America (the),Texas,Grapevine,54
Dallas/Fort Worth International ,2020-05-19,United States of America (the),Texas,Grapevine,72
Dallas/Fort Worth International ,2020-10-13,United States of America (the),Texas,Grapevine,91
Dallas/Fort Worth International ,2020-10-06,United States of America (the),Texas,Grapevine,97
Dallas/Fort Worth International ,2020-08-30,United States of America (the),Texas,Grapevine,75
Dallas/Fort Worth International ,2020-07-31,United States of America (the),Texas,Grapevine,74
Dallas/Fort Worth International ,2020-07-03,United States of America (the),Texas,Grapevine,41
Dallas/Fort Worth International ,2020-07-07,United States of America (the),Texas,Grapevine,83
Dallas/Fort Worth International ,2020-07-13,United States of America (the),Texas,Grapevine,82
Dallas/Fort Worth International ,2020-08-05,United States of America (the),Texas,Grapevine,81
Dallas/Fort Worth International ,2020-03-30,United States of America (the),Texas,Grapevine,56
Dallas/Fort Worth International ,2020-04-11,United States of America (the),Texas,Grapevine,49
Dallas/Fort Worth International ,2020-09-09,United States of America (the),Texas,Grapevine,96
Dallas/Fort Worth International ,2020-06-14,United States of America (the),Texas,Grapevine,46
Dallas/Fort Worth International ,2020-08-04,United States of America (the),Texas,Grapevine,81
Dallas/Fort Worth International ,2020-05-11,United States of America (the),Texas,Grapevine,68
Dallas/Fort Worth International ,2020-08-23,United States of America (the),Texas,Grapevine,67
Dallas/Fort Worth International ,2020-07-17,United States of America (the),Texas,Grapevine,76
Dallas/Fort Worth International ,2020-08-07,United States of America (the),Texas,Grapevine,84
Dallas/Fort Worth International ,2020-05-02,United States of America (the),Texas,Grapevine,47
Dallas/Fort Worth International ,2020-06-08,United States of America (the),Texas,Grapevine,80
Dallas/Fort Worth International ,2020-09-14,United States of America (the),Texas,Grapevine,98
Dallas/Fort Worth International ,2020-09-02,United States of America (the),Texas,Grapevine,82
Dallas/Fort Worth International ,2020-06-19,United States of America (the),Texas,Grapevine,78
Dallas/Fort Worth International ,2020-10-02,United States of America (the),Texas,Grapevine,92
Dallas/Fort Worth International ,2020-09-12,United States of America (the),Texas,Grapevine,84
Dallas/Fort Worth International ,2020-04-22,United States of America (the),Texas,Grapevine,65
Dallas/Fort Worth International ,2020-09-06,United States of America (the),Texas,Grapevine,71
Dallas/Fort Worth International ,2020-04-15,United States of America (the),Texas,Grapevine,60
Dallas/Fort Worth International ,2020-04-04,United States of America (the),Texas,Grapevine,52
Dallas/Fort Worth International ,2020-08-24,United States of America (the),Texas,Grapevine,82
Dallas/Fort Worth International ,2020-05-03,United States of America (the),Texas,Grapevine,32
Dallas/Fort Worth International ,2020-06-03,United States of America (the),Texas,Grapevine,70
Dallas/Fort Worth International ,2020-09-03,United States of America (the),Texas,Grapevine,85
Dallas/Fort Worth International ,2020-06-27,United States of America (the),Texas,Grapevine,62
Dallas/Fort Worth International ,2020-07-29,United States of America (the),Texas,Grapevine,87
Dallas/Fort Worth International ,2020-08-11,United States of America (the),Texas,Grapevine,80
Dallas/Fort Worth International ,2020-08-10,United States of America (the),Texas,Grapevine,80
Dallas/Fort Worth International ,2020-05-22,United States of America (the),Texas,Grapevine,68
Dallas/Fort Worth International ,2020-06-25,United States of America (the),Texas,Grapevine,79
Dallas/Fort Worth International ,2020-03-24,United States of America (the),Texas,Grapevine,75
Dallas/Fort Worth International ,2020-05-24,United States of America (the),Texas,Grapevine,35
Dallas/Fort Worth International ,2020-05-13,United States of America (the),Texas,Grapevine,72
Dallas/Fort Worth International ,2020-04-28,United States of America (the),Texas,Grapevine,67
Dallas/Fort Worth International ,2020-09-08,United States of America (the),Texas,Grapevine,79
Dallas/Fort Worth International ,2020-08-15,United States of America (the),Texas,Grapevine,67
Dallas/Fort Worth International ,2020-05-16,United States of America (the),Texas,Grapevine,49
Dallas/Fort Worth International ,2020-03-20,United States of America (the),Texas,Grapevine,71
Dallas/Fort Worth International ,2020-04-23,United States of America (the),Texas,Grapevine,62
Dallas/Fort Worth International ,2020-06-01,United States of America (the),Texas,Grapevine,71
Dallas/Fort Worth International ,2020-07-24,United States of America (the),Texas,Grapevine,86
Dallas/Fort Worth International ,2020-07-18,United States of America (the),Texas,Grapevine,67
Dallas/Fort Worth International ,2020-05-08,United States of America (the),Texas,Grapevine,54
Dallas/Fort Worth International ,2020-07-26,United States of America (the),Texas,Grapevine,53
Dallas/Fort Worth International ,2020-03-28,United States of America (the),Texas,Grapevine,64
Dallas/Fort Worth International ,2020-08-27,United States of America (the),Texas,Grapevine,81
Dallas/Fort Worth International ,2020-04-24,United States of America (the),Texas,Grapevine,64
Dallas/Fort Worth International ,2020-06-26,United States of America (the),Texas,Grapevine,70
Dallas/Fort Worth International ,2020-05-23,United States of America (the),Texas,Grapevine,50
Dallas/Fort Worth International ,2020-03-21,United States of America (the),Texas,Grapevine,71
Dallas/Fort Worth International ,2020-04-30,United States of America (the),Texas,Grapevine,58
Dallas/Fort Worth International ,2020-08-08,United States of America (the),Texas,Grapevine,64
Dallas/Fort Worth International ,2020-10-16,United States of America (the),Texas,Grapevine,99
Dallas/Fort Worth International ,2020-10-11,United States of America (the),Texas,Grapevine,79
Dallas/Fort Worth International ,2020-07-14,United States of America (the),Texas,Grapevine,90
Dallas/Fort Worth International ,2020-10-15,United States of America (the),Texas,Grapevine,93
Dallas/Fort Worth International ,2020-09-16,United States of America (the),Texas,Grapevine,96
Dallas/Fort Worth International ,2020-07-20,United States of America (the),Texas,Grapevine,86
Dallas/Fort Worth International ,2020-06-15,United States of America (the),Texas,Grapevine,77
Dallas/Fort Worth International ,2020-10-14,United States of America (the),Texas,Grapevine,100
Dallas/Fort Worth International ,2020-08-25,United States of America (the),Texas,Grapevine,83
Dallas/Fort Worth International ,2020-09-23,United States of America (the),Texas,Grapevine,100
Dallas/Fort Worth International ,2020-09-15,United States of America (the),Texas,Grapevine,95
Dallas/Fort Worth International ,2020-09-07,United States of America (the),Texas,Grapevine,26
Dallas/Fort Worth International ,2020-06-18,United States of America (the),Texas,Grapevine,83
Dallas/Fort Worth International ,2020-07-22,United States of America (the),Texas,Grapevine,97
Dallas/Fort Worth International ,2020-04-01,United States of America (the),Texas,Grapevine,65
Dallas/Fort Worth International ,2020-05-17,United States of America (the),Texas,Grapevine,38
Dallas/Fort Worth International ,2020-10-04,United States of America (the),Texas,Grapevine,86
Dallas/Fort Worth International ,2020-05-14,United States of America (the),Texas,Grapevine,66
Dallas/Fort Worth International ,2020-09-24,United States of America (the),Texas,Grapevine,89
Dallas/Fort Worth International ,2020-07-12,United States of America (the),Texas,Grapevine,54
Dallas/Fort Worth International ,2020-05-10,United States of America (the),Texas,Grapevine,38
Dallas/Fort Worth International ,2020-06-12,United States of America (the),Texas,Grapevine,78
Dallas/Fort Worth International ,2020-08-06,United States of America (the),Texas,Grapevine,75
Dallas/Fort Worth International ,2020-03-23,United States of America (the),Texas,Grapevine,79
Dallas/Fort Worth International ,2020-09-25,United States of America (the),Texas,Grapevine,95
Dallas/Fort Worth International ,2020-04-14,United States of America (the),Texas,Grapevine,62
Dallas/Fort Worth International ,2020-06-09,United States of America (the),Texas,Grapevine,81
Dallas/Fort Worth International ,2020-08-01,United States of America (the),Texas,Grapevine,73
Dallas/Fort Worth International ,2020-05-04,United States of America (the),Texas,Grapevine,69
Dallas/Fort Worth International ,2020-05-15,United States of America (the),Texas,Grapevine,62
Dallas/Fort Worth International ,2020-09-19,United States of America (the),Texas,Grapevine,80
Dallas/Fort Worth International ,2020-10-01,United States of America (the),Texas,Grapevine,100
Dallas/Fort Worth International ,2020-05-30,United States of America (the),Texas,Grapevine,56
Dallas/Fort Worth International ,2020-06-10,United States of America (the),Texas,Grapevine,84
Dallas/Fort Worth International ,2020-04-06,United States of America (the),Texas,Grapevine,69
Dallas/Fort Worth International ,2020-05-06,United States of America (the),Texas,Grapevine,66
Dallas/Fort Worth International ,2020-06-16,United States of America (the),Texas,Grapevine,78
Dallas/Fort Worth International ,2020-04-08,United States of America (the),Texas,Grapevine,68
Dallas/Fort Worth International ,2020-06-21,United States of America (the),Texas,Grapevine,44
Dallas/Fort Worth International ,2020-10-12,United States of America (the),Texas,Grapevine,96
Dallas/Fort Worth International ,2020-10-09,United States of America (the),Texas,Grapevine,96
Dallas/Fort Worth International ,2020-06-02,United States of America (the),Texas,Grapevine,72
Dallas/Fort Worth International ,2020-07-16,United States of America (the),Texas,Grapevine,79
Dallas/Fort Worth International ,2020-03-31,United States of America (the),Texas,Grapevine,68
Dallas/Fort Worth International ,2020-08-31,United States of America (the),Texas,Grapevine,90
Dallas/Fort Worth International ,2020-06-20,United States of America (the),Texas,Grapevine,58
Dallas/Fort Worth International ,2020-09-04,United States of America (the),Texas,Grapevine,80
Dallas/Fort Worth International ,2020-04-16,United States of America (the),Texas,Grapevine,64
Dallas/Fort Worth International ,2020-07-21,United States of America (the),Texas,Grapevine,96
Dallas/Fort Worth International ,2020-04-18,United States of America (the),Texas,Grapevine,50
Dallas/Fort Worth International ,2020-05-18,United States of America (the),Texas,Grapevine,70
Dallas/Fort Worth International ,2020-04-29,United States of America (the),Texas,Grapevine,67
Dallas/Fort Worth International ,2020-05-31,United States of America (the),Texas,Grapevine,38
Dallas/Fort Worth International ,2020-07-25,United States of America (the),Texas,Grapevine,67
Dallas/Fort Worth International ,2020-05-25,United States of America (the),Texas,Grapevine,16
Dallas/Fort Worth International ,2020-09-01,United States of America (the),Texas,Grapevine,82
Dallas/Fort Worth International ,2020-04-13,United States of America (the),Texas,Grapevine,59
Dallas/Fort Worth International ,2020-09-26,United States of America (the),Texas,Grapevine,89
Dallas/Fort Worth International ,2020-09-28,United States of America (the),Texas,Grapevine,100
Dallas/Fort Worth International ,2020-04-12,United States of America (the),Texas,Grapevine,31
Dallas/Fort Worth International ,2020-08-18,United States of America (the),Texas,Grapevine,85
Dallas/Fort Worth International ,2020-05-21,United States of America (the),Texas,Grapevine,69
Dallas/Fort Worth International ,2020-04-05,United States of America (the),Texas,Grapevine,43
Dallas/Fort Worth International ,2020-08-09,United States of America (the),Texas,Grapevine,65
Dallas/Fort Worth International ,2020-06-24,United States of America (the),Texas,Grapevine,85
Dallas/Fort Worth International ,2020-04-17,United States of America (the),Texas,Grapevine,59
Dallas/Fort Worth International ,2020-07-09,United States of America (the),Texas,Grapevine,82
Dallas/Fort Worth International ,2020-07-05,United States of America (the),Texas,Grapevine,55
Dallas/Fort Worth International ,2020-08-03,United States of America (the),Texas,Grapevine,74
Dallas/Fort Worth International ,2020-10-05,United States of America (the),Texas,Grapevine,95
Dallas/Fort Worth International ,2020-08-13,United States of America (the),Texas,Grapevine,77
Dallas/Fort Worth International ,2020-07-19,United States of America (the),Texas,Grapevine,52
Dallas/Fort Worth International ,2020-05-29,United States of America (the),Texas,Grapevine,70
Dallas/Fort Worth International ,2020-09-27,United States of America (the),Texas,Grapevine,70
Dallas/Fort Worth International ,2020-09-13,United States of America (the),Texas,Grapevine,69
Dallas/Fort Worth International ,2020-07-11,United States of America (the),Texas,Grapevine,70
Washington Dulles International ,2020-07-15,United States of America (the),Virginia,Floris,58
Washington Dulles International ,2020-07-08,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-08-05,United States of America (the),Virginia,Floris,66
Washington Dulles International ,2020-08-09,United States of America (the),Virginia,Floris,44
Washington Dulles International ,2020-04-28,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-05-13,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-04-06,United States of America (the),Virginia,Floris,60
Washington Dulles International ,2020-05-23,United States of America (the),Virginia,Floris,33
Washington Dulles International ,2020-04-17,United States of America (the),Virginia,Floris,52
Washington Dulles International ,2020-10-05,United States of America (the),Virginia,Floris,73
Washington Dulles International ,2020-05-29,United States of America (the),Virginia,Floris,60
Washington Dulles International ,2020-06-06,United States of America (the),Virginia,Floris,50
Washington Dulles International ,2020-06-18,United States of America (the),Virginia,Floris,59
Washington Dulles International ,2020-10-07,United States of America (the),Virginia,Floris,65
Washington Dulles International ,2020-09-18,United States of America (the),Virginia,Floris,69
Washington Dulles International ,2020-06-29,United States of America (the),Virginia,Floris,59
Washington Dulles International ,2020-06-09,United States of America (the),Virginia,Floris,58
Washington Dulles International ,2020-09-16,United States of America (the),Virginia,Floris,73
Washington Dulles International ,2020-04-20,United States of America (the),Virginia,Floris,59
Washington Dulles International ,2020-04-26,United States of America (the),Virginia,Floris,44
Washington Dulles International ,2020-08-29,United States of America (the),Virginia,Floris,54
Washington Dulles International ,2020-06-22,United States of America (the),Virginia,Floris,63
Washington Dulles International ,2020-09-06,United States of America (the),Virginia,Floris,46
Washington Dulles International ,2020-09-13,United States of America (the),Virginia,Floris,46
Washington Dulles International ,2020-07-26,United States of America (the),Virginia,Floris,50
Washington Dulles International ,2020-08-15,United States of America (the),Virginia,Floris,43
Washington Dulles International ,2020-05-03,United States of America (the),Virginia,Floris,36
Washington Dulles International ,2020-08-10,United States of America (the),Virginia,Floris,61
Washington Dulles International ,2020-10-10,United States of America (the),Virginia,Floris,52
Washington Dulles International ,2020-04-11,United States of America (the),Virginia,Floris,29
Washington Dulles International ,2020-05-31,United States of America (the),Virginia,Floris,32
Washington Dulles International ,2020-06-28,United States of America (the),Virginia,Floris,28
Washington Dulles International ,2020-08-02,United States of America (the),Virginia,Floris,54
Washington Dulles International ,2020-06-13,United States of America (the),Virginia,Floris,40
Washington Dulles International ,2020-07-13,United States of America (the),Virginia,Floris,55
Washington Dulles International ,2020-03-24,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-05-02,United States of America (the),Virginia,Floris,39
Washington Dulles International ,2020-09-21,United States of America (the),Virginia,Floris,69
Washington Dulles International ,2020-07-24,United States of America (the),Virginia,Floris,50
Washington Dulles International ,2020-07-31,United States of America (the),Virginia,Floris,55
Washington Dulles International ,2020-04-04,United States of America (the),Virginia,Floris,40
Washington Dulles International ,2020-08-24,United States of America (the),Virginia,Floris,69
Washington Dulles International ,2020-07-18,United States of America (the),Virginia,Floris,42
Washington Dulles International ,2020-04-13,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-09-15,United States of America (the),Virginia,Floris,81
Washington Dulles International ,2020-05-19,United States of America (the),Virginia,Floris,48
Washington Dulles International ,2020-09-30,United States of America (the),Virginia,Floris,68
Washington Dulles International ,2020-06-25,United States of America (the),Virginia,Floris,58
Washington Dulles International ,2020-06-15,United States of America (the),Virginia,Floris,55
Washington Dulles International ,2020-10-03,United States of America (the),Virginia,Floris,50
Washington Dulles International ,2020-09-20,United States of America (the),Virginia,Floris,66
Washington Dulles International ,2020-10-14,United States of America (the),Virginia,Floris,74
Washington Dulles International ,2020-03-30,United States of America (the),Virginia,Floris,54
Washington Dulles International ,2020-04-25,United States of America (the),Virginia,Floris,46
Washington Dulles International ,2020-06-08,United States of America (the),Virginia,Floris,59
Washington Dulles International ,2020-05-18,United States of America (the),Virginia,Floris,54
Washington Dulles International ,2020-05-30,United States of America (the),Virginia,Floris,47
Washington Dulles International ,2020-10-08,United States of America (the),Virginia,Floris,70
Washington Dulles International ,2020-06-16,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-03-27,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-10-06,United States of America (the),Virginia,Floris,66
Washington Dulles International ,2020-04-02,United States of America (the),Virginia,Floris,39
Washington Dulles International ,2020-08-25,United States of America (the),Virginia,Floris,68
Washington Dulles International ,2020-07-22,United States of America (the),Virginia,Floris,71
Washington Dulles International ,2020-08-08,United States of America (the),Virginia,Floris,46
Washington Dulles International ,2020-05-08,United States of America (the),Virginia,Floris,52
Washington Dulles International ,2020-06-05,United States of America (the),Virginia,Floris,63
Washington Dulles International ,2020-05-17,United States of America (the),Virginia,Floris,32
Washington Dulles International ,2020-03-21,United States of America (the),Virginia,Floris,71
Washington Dulles International ,2020-05-21,United States of America (the),Virginia,Floris,47
Washington Dulles International ,2020-08-16,United States of America (the),Virginia,Floris,54
Washington Dulles International ,2020-07-03,United States of America (the),Virginia,Floris,28
Washington Dulles International ,2020-06-12,United States of America (the),Virginia,Floris,51
Washington Dulles International ,2020-07-16,United States of America (the),Virginia,Floris,46
Washington Dulles International ,2020-04-16,United States of America (the),Virginia,Floris,51
Washington Dulles International ,2020-09-01,United States of America (the),Virginia,Floris,72
Washington Dulles International ,2020-05-07,United States of America (the),Virginia,Floris,51
Washington Dulles International ,2020-05-11,United States of America (the),Virginia,Floris,60
Washington Dulles International ,2020-09-28,United States of America (the),Virginia,Floris,65
Washington Dulles International ,2020-06-24,United States of America (the),Virginia,Floris,67
Washington Dulles International ,2020-05-10,United States of America (the),Virginia,Floris,34
Washington Dulles International ,2020-09-05,United States of America (the),Virginia,Floris,38
Washington Dulles International ,2020-07-09,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-09-23,United States of America (the),Virginia,Floris,69
Washington Dulles International ,2020-05-04,United States of America (the),Virginia,Floris,60
Washington Dulles International ,2020-07-27,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-03-28,United States of America (the),Virginia,Floris,48
Washington Dulles International ,2020-05-22,United States of America (the),Virginia,Floris,42
Washington Dulles International ,2020-05-26,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-06-21,United States of America (the),Virginia,Floris,28
Washington Dulles International ,2020-09-12,United States of America (the),Virginia,Floris,46
Washington Dulles International ,2020-07-01,United States of America (the),Virginia,Floris,51
Washington Dulles International ,2020-05-06,United States of America (the),Virginia,Floris,52
Washington Dulles International ,2020-09-22,United States of America (the),Virginia,Floris,74
Washington Dulles International ,2020-06-20,United States of America (the),Virginia,Floris,41
Washington Dulles International ,2020-03-23,United States of America (the),Virginia,Floris,65
Washington Dulles International ,2020-08-18,United States of America (the),Virginia,Floris,61
Washington Dulles International ,2020-09-02,United States of America (the),Virginia,Floris,59
Washington Dulles International ,2020-09-24,United States of America (the),Virginia,Floris,62
Washington Dulles International ,2020-07-21,United States of America (the),Virginia,Floris,68
Washington Dulles International ,2020-07-23,United States of America (the),Virginia,Floris,56
Washington Dulles International ,2020-04-14,United States of America (the),Virginia,Floris,60
Washington Dulles International ,2020-09-19,United States of America (the),Virginia,Floris,54
Washington Dulles International ,2020-06-14,United States of America (the),Virginia,Floris,40
Washington Dulles International ,2020-10-02,United States of America (the),Virginia,Floris,62
Washington Dulles International ,2020-05-12,United States of America (the),Virginia,Floris,56
Washington Dulles International ,2020-07-30,United States of America (the),Virginia,Floris,62
Washington Dulles International ,2020-06-07,United States of America (the),Virginia,Floris,43
Washington Dulles International ,2020-07-04,United States of America (the),Virginia,Floris,16
Washington Dulles International ,2020-04-08,United States of America (the),Virginia,Floris,55
Washington Dulles International ,2020-10-01,United States of America (the),Virginia,Floris,67
Washington Dulles International ,2020-07-11,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-03-18,United States of America (the),Virginia,Floris,85
Washington Dulles International ,2020-05-14,United States of America (the),Virginia,Floris,58
Washington Dulles International ,2020-06-01,United States of America (the),Virginia,Floris,58
Washington Dulles International ,2020-06-03,United States of America (the),Virginia,Floris,55
Washington Dulles International ,2020-09-10,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-07-19,United States of America (the),Virginia,Floris,44
Washington Dulles International ,2020-07-29,United States of America (the),Virginia,Floris,60
Washington Dulles International ,2020-04-19,United States of America (the),Virginia,Floris,41
Washington Dulles International ,2020-07-20,United States of America (the),Virginia,Floris,63
Washington Dulles International ,2020-03-22,United States of America (the),Virginia,Floris,68
Washington Dulles International ,2020-04-21,United States of America (the),Virginia,Floris,47
Washington Dulles International ,2020-06-17,United States of America (the),Virginia,Floris,54
Washington Dulles International ,2020-04-07,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-05-28,United States of America (the),Virginia,Floris,55
Washington Dulles International ,2020-07-02,United States of America (the),Virginia,Floris,45
Washington Dulles International ,2020-07-10,United States of America (the),Virginia,Floris,55
Washington Dulles International ,2020-09-11,United States of America (the),Virginia,Floris,67
Washington Dulles International ,2020-06-11,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-08-14,United States of America (the),Virginia,Floris,52
Washington Dulles International ,2020-03-26,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-08-13,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-06-30,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-10-15,United States of America (the),Virginia,Floris,63
Washington Dulles International ,2020-09-27,United States of America (the),Virginia,Floris,52
Washington Dulles International ,2020-04-12,United States of America (the),Virginia,Floris,36
Washington Dulles International ,2020-05-27,United States of America (the),Virginia,Floris,59
Washington Dulles International ,2020-08-31,United States of America (the),Virginia,Floris,65
Washington Dulles International ,2020-07-05,United States of America (the),Virginia,Floris,36
Washington Dulles International ,2020-10-12,United States of America (the),Virginia,Floris,69
Washington Dulles International ,2020-04-01,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-06-04,United States of America (the),Virginia,Floris,51
Washington Dulles International ,2020-09-14,United States of America (the),Virginia,Floris,83
Washington Dulles International ,2020-03-29,United States of America (the),Virginia,Floris,42
Washington Dulles International ,2020-05-20,United States of America (the),Virginia,Floris,56
Washington Dulles International ,2020-06-19,United States of America (the),Virginia,Floris,56
Washington Dulles International ,2020-06-10,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-10-16,United States of America (the),Virginia,Floris,58
Washington Dulles International ,2020-10-04,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-09-17,United States of America (the),Virginia,Floris,63
Washington Dulles International ,2020-06-02,United States of America (the),Virginia,Floris,54
Washington Dulles International ,2020-08-27,United States of America (the),Virginia,Floris,65
Washington Dulles International ,2020-06-26,United States of America (the),Virginia,Floris,55
Washington Dulles International ,2020-04-22,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-08-21,United States of America (the),Virginia,Floris,58
Washington Dulles International ,2020-08-28,United States of America (the),Virginia,Floris,65
Washington Dulles International ,2020-09-25,United States of America (the),Virginia,Floris,64
Washington Dulles International ,2020-07-14,United States of America (the),Virginia,Floris,63
Washington Dulles International ,2020-04-18,United States of America (the),Virginia,Floris,36
Washington Dulles International ,2020-10-13,United States of America (the),Virginia,Floris,67
Washington Dulles International ,2020-07-25,United States of America (the),Virginia,Floris,53
Washington Dulles International ,2020-03-31,United States of America (the),Virginia,Floris,57
Washington Dulles International ,2020-09-08,United States of America (the),Virginia,Floris,61
Washington Dulles International ,2020-05-09,United States of America (the),Virginia,Floris,46
Washington Dulles International ,2020-09-07,United States of America (the),Virginia,Floris,17
Washington Dulles International ,2020-08-19,United States of America (the),Virginia,Floris,67
Washington Dulles International ,2020-04-15,United States of America (the),Virginia,Floris,59
Washington Dulles International ,2020-05-16,United States of America (the),Virginia,Floris,40
Washington Dulles International ,2020-04-23,United States of America (the),Virginia,Floris,50
Washington Dulles International ,2020-09-03,United States of America (the),Virginia,Floris,60
Washington Dulles International ,2020-08-01,United States of America (the),Virginia,Floris,59
